"day","exp","Site","Group","Treatment","Mouse","Statistic","Cell_pop"
32,24,"Salivary Gland","4E","control","4E-3",15.6,"NK_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-1",16.3,"NK_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-2",15.1,"NK_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-3",24.9,"NK_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-4",26.6,"NK_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-5",23,"NK_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-6",16.6,"NK_KLRG1"
32,24,"Spleen","4E","control","4E-1",42.8,"NK_KLRG1"
32,24,"Spleen","4E","control","4E-2",47.6,"NK_KLRG1"
32,24,"Spleen","4E","control","4E-3",38.9,"NK_KLRG1"
32,24,"Spleen","4F","infected","4F-1",50.5,"NK_KLRG1"
32,24,"Spleen","4F","infected","4F-2",52.7,"NK_KLRG1"
32,24,"Spleen","4F","infected","4F-3",61.6,"NK_KLRG1"
32,24,"Spleen","4F","infected","4F-4",56.2,"NK_KLRG1"
32,24,"Spleen","4F","infected","4F-5",57.6,"NK_KLRG1"
32,24,"Spleen","4F","infected","4F-6",53.4,"NK_KLRG1"
32,24,"Blood","4E","control","4E-1",54.5,"NK_KLRG1"
32,24,"Blood","4E","control","4E-2",56.7,"NK_KLRG1"
32,24,"Blood","4E","control","4E-3",47.6,"NK_KLRG1"
32,24,"Blood","4F","infected","4F-1",55.6,"NK_KLRG1"
32,24,"Blood","4F","infected","4F-2",60.8,"NK_KLRG1"
32,24,"Blood","4F","infected","4F-3",63.4,"NK_KLRG1"
32,24,"Blood","4F","infected","4F-4",59.9,"NK_KLRG1"
32,24,"Blood","4F","infected","4F-5",59.9,"NK_KLRG1"
32,24,"Blood","4F","infected","4F-6",56.7,"NK_KLRG1"
0,24,"Salivary Gland","OF","infected","OF-4",71.2,"CD4"
0,24,"Salivary Gland","0E","control","0E-1",70.3,"CD4"
0,24,"Salivary Gland","0E","control","0E-2",69.4,"CD4"
0,24,"Salivary Gland","0E","control","0E-3",67.7,"CD4"
0,24,"Salivary Gland","0F","infected","0F-1",68,"CD4"
0,24,"Salivary Gland","0F","infected","0F-2",69.3,"CD4"
0,24,"Salivary Gland","0F","infected","0F-3",59,"CD4"
0,24,"Salivary Gland","0F","infected","0F-5",70.5,"CD4"
0,24,"Salivary Gland","0F","infected","0F-6",68.5,"CD4"
0,24,"Salivary Gland","0F","infected","0F-7",70.2,"CD4"
0,24,"Spleen","OF","infected","OF-4",62,"CD4"
0,24,"Spleen","0E","control","0E-1",65.3,"CD4"
0,24,"Spleen","0E","control","0E-2",51.9,"CD4"
0,24,"Spleen","0E","control","0E-3",65.2,"CD4"
0,24,"Spleen","0F","infected","0F-1",63.2,"CD4"
0,24,"Spleen","0F","infected","0F-2",63.8,"CD4"
0,24,"Spleen","0F","infected","0F-3",62.9,"CD4"
0,24,"Spleen","0F","infected","0F-5",65.5,"CD4"
0,24,"Spleen","0F","infected","0F-6",64.1,"CD4"
0,24,"Spleen","0F","infected","0F-7",64.2,"CD4"
0,24,"Blood","OF","infected","OF-4",71.1,"CD4"
0,24,"Blood","0E","control","0E-1",73.1,"CD4"
0,24,"Blood","0E","control","0E-2",68.3,"CD4"
0,24,"Blood","0E","control","0E-3",72,"CD4"
0,24,"Blood","0F","infected","0F-1",70.8,"CD4"
0,24,"Blood","0F","infected","0F-2",72,"CD4"
0,24,"Blood","0F","infected","0F-3",69,"CD4"
0,24,"Blood","0F","infected","0F-5",70.4,"CD4"
0,24,"Blood","0F","infected","0F-6",70.8,"CD4"
0,24,"Blood","0F","infected","0F-7",72.5,"CD4"
8,24,"Salivary Gland","1E","control","1E-1",71.2,"CD4"
8,24,"Salivary Gland","1E","control","1E-2",69.9,"CD4"
8,24,"Salivary Gland","1E","control","1E-3",72.1,"CD4"
8,24,"Salivary Gland","1F","infected","1F-1",69.7,"CD4"
8,24,"Salivary Gland","1F","infected","1F-2",73.7,"CD4"
8,24,"Salivary Gland","1F","infected","1F-3",69.7,"CD4"
8,24,"Salivary Gland","1F","infected","1F-4",71,"CD4"
8,24,"Salivary Gland","1F","infected","1F-5",72.1,"CD4"
8,24,"Salivary Gland","1F","infected","1F-6",72.3,"CD4"
8,24,"Salivary Gland","1F","infected","1F-7",70.5,"CD4"
8,24,"Spleen","1E","control","1E-1",64.1,"CD4"
8,24,"Spleen","1E","control","1E-2",65.6,"CD4"
8,24,"Spleen","1E","control","1E-3",63.3,"CD4"
8,24,"Spleen","1F","infected","1F-1",61,"CD4"
8,24,"Spleen","1F","infected","1F-2",63.4,"CD4"
8,24,"Spleen","1F","infected","1F-3",60.2,"CD4"
8,24,"Spleen","1F","infected","1F-4",61.5,"CD4"
8,24,"Spleen","1F","infected","1F-5",60.5,"CD4"
8,24,"Spleen","1F","infected","1F-6",62.4,"CD4"
8,24,"Spleen","1F","infected","1F-7",62.5,"CD4"
8,24,"Blood","1E","control","1E-1",71.5,"CD4"
8,24,"Blood","1E","control","1E-2",75,"CD4"
8,24,"Blood","1E","control","1E-3",74.9,"CD4"
8,24,"Blood","1F","infected","1F-1",70,"CD4"
8,24,"Blood","1F","infected","1F-2",77.2,"CD4"
8,24,"Blood","1F","infected","1F-3",74.8,"CD4"
8,24,"Blood","1F","infected","1F-4",76.3,"CD4"
8,24,"Blood","1F","infected","1F-5",74.8,"CD4"
8,24,"Blood","1F","infected","1F-6",76.3,"CD4"
8,24,"Blood","1F","infected","1F-7",74.7,"CD4"
16,24,"Salivary Gland","2E","control","2E-1",71.6,"CD4"
16,24,"Salivary Gland","2E","control","2E-2",70,"CD4"
16,24,"Salivary Gland","2E","control","2E-3",71.8,"CD4"
16,24,"Salivary Gland","2F","infected","2F-1",72.5,"CD4"
16,24,"Salivary Gland","2F","infected","2F-2",76.2,"CD4"
16,24,"Salivary Gland","2F","infected","2F-3",68.4,"CD4"
16,24,"Salivary Gland","2F","infected","2F-4",70.4,"CD4"
16,24,"Salivary Gland","2F","infected","2F-5",52.4,"CD4"
16,24,"Salivary Gland","2F","infected","2F-6",70.7,"CD4"
16,24,"Salivary Gland","2F","infected","2F-7",72.4,"CD4"
16,24,"Spleen","2E","control","2E-1",64,"CD4"
16,24,"Spleen","2E","control","2E-2",64.1,"CD4"
16,24,"Spleen","2E","control","2E-3",65.2,"CD4"
16,24,"Spleen","2F","infected","2F-1",64.8,"CD4"
16,24,"Spleen","2F","infected","2F-2",64.4,"CD4"
16,24,"Spleen","2F","infected","2F-3",62.5,"CD4"
16,24,"Spleen","2F","infected","2F-4",64.7,"CD4"
16,24,"Spleen","2F","infected","2F-5",63.2,"CD4"
16,24,"Spleen","2F","infected","2F-6",64.6,"CD4"
16,24,"Spleen","2F","infected","2F-7",62.5,"CD4"
16,24,"Blood","2E","control","2E-1",73.4,"CD4"
16,24,"Blood","2E","control","2E-2",70.4,"CD4"
16,24,"Blood","2E","control","2E-3",72.4,"CD4"
16,24,"Blood","2F","infected","2F-1",67.4,"CD4"
16,24,"Blood","2F","infected","2F-2",67.5,"CD4"
16,24,"Blood","2F","infected","2F-3",59.3,"CD4"
16,24,"Blood","2F","infected","2F-4",69.9,"CD4"
16,24,"Blood","2F","infected","2F-5",73.4,"CD4"
16,24,"Blood","2F","infected","2F-6",61.8,"CD4"
16,24,"Blood","2F","infected","2F-7",68.1,"CD4"
24,24,"Salivary Gland","3E","control","3E-1",73.4,"CD4"
24,24,"Salivary Gland","3E","control","3E-2",71.4,"CD4"
24,24,"Salivary Gland","3E","control","3E-3",75.7,"CD4"
24,24,"Salivary Gland","3F","infected","3F-1",68.1,"CD4"
24,24,"Salivary Gland","3F","infected","3F-2",54.1,"CD4"
24,24,"Salivary Gland","3F","infected","3F-3",66.3,"CD4"
24,24,"Salivary Gland","3F","infected","3F-4",67.5,"CD4"
24,24,"Salivary Gland","3F","infected","3F-5",71.2,"CD4"
24,24,"Salivary Gland","3F","infected","3F-6",75,"CD4"
24,24,"Salivary Gland","3F","infected","3F-7",65.3,"CD4"
24,24,"Spleen","3E","control","3E-1",63.8,"CD4"
24,24,"Spleen","3E","control","3E-2",65,"CD4"
24,24,"Spleen","3E","control","3E-3",65.8,"CD4"
24,24,"Spleen","3F","infected","3F-1",63.9,"CD4"
24,24,"Spleen","3F","infected","3F-2",65.1,"CD4"
24,24,"Spleen","3F","infected","3F-3",65.6,"CD4"
24,24,"Spleen","3F","infected","3F-4",65,"CD4"
24,24,"Spleen","3F","infected","3F-5",63.5,"CD4"
24,24,"Spleen","3F","infected","3F-6",64.9,"CD4"
24,24,"Spleen","3F","infected","3F-7",63.3,"CD4"
24,24,"Blood","3E","control","3E-1",73.2,"CD4"
24,24,"Blood","3E","control","3E-2",70.7,"CD4"
24,24,"Blood","3E","control","3E-3",74.2,"CD4"
24,24,"Blood","3F","infected","3F-1",70.7,"CD4"
24,24,"Blood","3F","infected","3F-2",71.4,"CD4"
24,24,"Blood","3F","infected","3F-3",70.8,"CD4"
24,24,"Blood","3F","infected","3F-4",73,"CD4"
24,24,"Blood","3F","infected","3F-5",65.2,"CD4"
24,24,"Blood","3F","infected","3F-6",70,"CD4"
24,24,"Blood","3F","infected","3F-7",71,"CD4"
32,24,"Salivary Gland","4E","control","4E-1",71.3,"CD4"
32,24,"Salivary Gland","4E","control","4E-2",71.1,"CD4"
32,24,"Salivary Gland","4E","control","4E-3",68.1,"CD4"
32,24,"Salivary Gland","4F","infected","4F-1",70.6,"CD4"
32,24,"Salivary Gland","4F","infected","4F-2",71.7,"CD4"
32,24,"Salivary Gland","4F","infected","4F-3",72.1,"CD4"
32,24,"Salivary Gland","4F","infected","4F-4",66.3,"CD4"
32,24,"Salivary Gland","4F","infected","4F-5",69,"CD4"
32,24,"Salivary Gland","4F","infected","4F-6",71.7,"CD4"
32,24,"Spleen","4E","control","4E-1",66.1,"CD4"
32,24,"Spleen","4E","control","4E-2",65.9,"CD4"
32,24,"Spleen","4E","control","4E-3",66.1,"CD4"
32,24,"Spleen","4F","infected","4F-1",64.6,"CD4"
32,24,"Spleen","4F","infected","4F-2",65.5,"CD4"
32,24,"Spleen","4F","infected","4F-3",66.7,"CD4"
32,24,"Spleen","4F","infected","4F-4",66.6,"CD4"
32,24,"Spleen","4F","infected","4F-5",63.1,"CD4"
32,24,"Spleen","4F","infected","4F-6",65.5,"CD4"
32,24,"Blood","4E","control","4E-1",71.3,"CD4"
32,24,"Blood","4E","control","4E-2",72,"CD4"
32,24,"Blood","4E","control","4E-3",72.7,"CD4"
32,24,"Blood","4F","infected","4F-1",71.2,"CD4"
32,24,"Blood","4F","infected","4F-2",71,"CD4"
32,24,"Blood","4F","infected","4F-3",72.7,"CD4"
32,24,"Blood","4F","infected","4F-4",70.8,"CD4"
32,24,"Blood","4F","infected","4F-5",73.5,"CD4"
32,24,"Blood","4F","infected","4F-6",74.4,"CD4"
0,24,"Salivary Gland","OF","infected","OF-4",0.38,"CD4_KLRG1"
0,24,"Salivary Gland","0E","control","0E-1",0.35,"CD4_KLRG1"
0,24,"Salivary Gland","0E","control","0E-2",0.26,"CD4_KLRG1"
0,24,"Salivary Gland","0E","control","0E-3",0.31,"CD4_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-1",0.57,"CD4_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-2",0.27,"CD4_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-3",0.47,"CD4_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-5",0.32,"CD4_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-6",0.3,"CD4_KLRG1"
0,24,"Salivary Gland","0F","infected","0F-7",0.31,"CD4_KLRG1"
0,24,"Spleen","OF","infected","OF-4",2.02,"CD4_KLRG1"
0,24,"Spleen","0E","control","0E-1",1.73,"CD4_KLRG1"
0,24,"Spleen","0E","control","0E-2",2.11,"CD4_KLRG1"
0,24,"Spleen","0E","control","0E-3",1.46,"CD4_KLRG1"
0,24,"Spleen","0F","infected","0F-1",1.52,"CD4_KLRG1"
0,24,"Spleen","0F","infected","0F-2",1.47,"CD4_KLRG1"
0,24,"Spleen","0F","infected","0F-3",2.02,"CD4_KLRG1"
0,24,"Spleen","0F","infected","0F-5",1.1,"CD4_KLRG1"
0,24,"Spleen","0F","infected","0F-6",1.15,"CD4_KLRG1"
0,24,"Spleen","0F","infected","0F-7",1.2,"CD4_KLRG1"
0,24,"Blood","OF","infected","OF-4",0.77,"CD4_KLRG1"
0,24,"Blood","0E","control","0E-1",0.72,"CD4_KLRG1"
0,24,"Blood","0E","control","0E-2",0.83,"CD4_KLRG1"
0,24,"Blood","0E","control","0E-3",0.75,"CD4_KLRG1"
0,24,"Blood","0F","infected","0F-1",0.69,"CD4_KLRG1"
0,24,"Blood","0F","infected","0F-2",0.84,"CD4_KLRG1"
0,24,"Blood","0F","infected","0F-3",1.02,"CD4_KLRG1"
0,24,"Blood","0F","infected","0F-5",0.64,"CD4_KLRG1"
0,24,"Blood","0F","infected","0F-6",0.58,"CD4_KLRG1"
0,24,"Blood","0F","infected","0F-7",0.62,"CD4_KLRG1"
8,24,"Salivary Gland","1E","control","1E-1",0.23,"CD4_KLRG1"
8,24,"Salivary Gland","1E","control","1E-2",0.58,"CD4_KLRG1"
8,24,"Salivary Gland","1E","control","1E-3",0.48,"CD4_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-1",0.71,"CD4_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-2",0.94,"CD4_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-3",0.67,"CD4_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-4",0.86,"CD4_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-5",1.44,"CD4_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-6",0.9,"CD4_KLRG1"
8,24,"Salivary Gland","1F","infected","1F-7",1.06,"CD4_KLRG1"
8,24,"Spleen","1E","control","1E-1",1.42,"CD4_KLRG1"
8,24,"Spleen","1E","control","1E-2",1.52,"CD4_KLRG1"
8,24,"Spleen","1E","control","1E-3",1.73,"CD4_KLRG1"
8,24,"Spleen","1F","infected","1F-1",1.83,"CD4_KLRG1"
8,24,"Spleen","1F","infected","1F-2",1.83,"CD4_KLRG1"
8,24,"Spleen","1F","infected","1F-3",1.75,"CD4_KLRG1"
8,24,"Spleen","1F","infected","1F-4",2.06,"CD4_KLRG1"
8,24,"Spleen","1F","infected","1F-5",2.07,"CD4_KLRG1"
8,24,"Spleen","1F","infected","1F-6",1.74,"CD4_KLRG1"
8,24,"Spleen","1F","infected","1F-7",2.41,"CD4_KLRG1"
8,24,"Blood","1E","control","1E-1",0.32,"CD4_KLRG1"
8,24,"Blood","1E","control","1E-2",0.47,"CD4_KLRG1"
8,24,"Blood","1E","control","1E-3",0.71,"CD4_KLRG1"
8,24,"Blood","1F","infected","1F-1",0.6,"CD4_KLRG1"
8,24,"Blood","1F","infected","1F-2",0.84,"CD4_KLRG1"
8,24,"Blood","1F","infected","1F-3",0.89,"CD4_KLRG1"
8,24,"Blood","1F","infected","1F-4",0.9,"CD4_KLRG1"
8,24,"Blood","1F","infected","1F-5",1.19,"CD4_KLRG1"
8,24,"Blood","1F","infected","1F-6",0.81,"CD4_KLRG1"
8,24,"Blood","1F","infected","1F-7",1.06,"CD4_KLRG1"
16,24,"Salivary Gland","2E","control","2E-1",0.54,"CD4_KLRG1"
16,24,"Salivary Gland","2E","control","2E-2",0.4,"CD4_KLRG1"
16,24,"Salivary Gland","2E","control","2E-3",0.48,"CD4_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-1",0.83,"CD4_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-2",0.84,"CD4_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-3",0.68,"CD4_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-4",0.8,"CD4_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-5",9.29,"CD4_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-6",0.8,"CD4_KLRG1"
16,24,"Salivary Gland","2F","infected","2F-7",0.72,"CD4_KLRG1"
16,24,"Spleen","2E","control","2E-1",1.59,"CD4_KLRG1"
16,24,"Spleen","2E","control","2E-2",1.25,"CD4_KLRG1"
16,24,"Spleen","2E","control","2E-3",1.12,"CD4_KLRG1"
16,24,"Spleen","2F","infected","2F-1",1.46,"CD4_KLRG1"
16,24,"Spleen","2F","infected","2F-2",1.39,"CD4_KLRG1"
16,24,"Spleen","2F","infected","2F-3",1.55,"CD4_KLRG1"
16,24,"Spleen","2F","infected","2F-4",1.54,"CD4_KLRG1"
16,24,"Spleen","2F","infected","2F-5",1.5,"CD4_KLRG1"
16,24,"Spleen","2F","infected","2F-6",1.98,"CD4_KLRG1"
16,24,"Spleen","2F","infected","2F-7",1.5,"CD4_KLRG1"
16,24,"Blood","2E","control","2E-1",1.59,"CD4_KLRG1"
16,24,"Blood","2E","control","2E-2",1.57,"CD4_KLRG1"
16,24,"Blood","2E","control","2E-3",1.32,"CD4_KLRG1"
16,24,"Blood","2F","infected","2F-1",1.65,"CD4_KLRG1"
16,24,"Blood","2F","infected","2F-2",1.27,"CD4_KLRG1"
16,24,"Blood","2F","infected","2F-3",1.58,"CD4_KLRG1"
16,24,"Blood","2F","infected","2F-4",1.83,"CD4_KLRG1"
16,24,"Blood","2F","infected","2F-5",1.85,"CD4_KLRG1"
16,24,"Blood","2F","infected","2F-6",2.74,"CD4_KLRG1"
16,24,"Blood","2F","infected","2F-7",1.37,"CD4_KLRG1"
24,24,"Salivary Gland","3E","control","3E-1",0.43,"CD4_KLRG1"
24,24,"Salivary Gland","3E","control","3E-2",0.49,"CD4_KLRG1"
24,24,"Salivary Gland","3E","control","3E-3",0.71,"CD4_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-1",1.26,"CD4_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-2",7.46,"CD4_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-3",2.81,"CD4_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-4",2.14,"CD4_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-5",0.8,"CD4_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-6",0.7,"CD4_KLRG1"
24,24,"Salivary Gland","3F","infected","3F-7",1.68,"CD4_KLRG1"
24,24,"Spleen","3E","control","3E-1",1.91,"CD4_KLRG1"
24,24,"Spleen","3E","control","3E-2",1.5,"CD4_KLRG1"
24,24,"Spleen","3E","control","3E-3",1.53,"CD4_KLRG1"
24,24,"Spleen","3F","infected","3F-1",1.86,"CD4_KLRG1"
24,24,"Spleen","3F","infected","3F-2",1.66,"CD4_KLRG1"
24,24,"Spleen","3F","infected","3F-3",1.79,"CD4_KLRG1"
24,24,"Spleen","3F","infected","3F-4",1.6,"CD4_KLRG1"
24,24,"Spleen","3F","infected","3F-5",1.77,"CD4_KLRG1"
24,24,"Spleen","3F","infected","3F-6",1.84,"CD4_KLRG1"
24,24,"Spleen","3F","infected","3F-7",1.76,"CD4_KLRG1"
24,24,"Blood","3E","control","3E-1",0.99,"CD4_KLRG1"
24,24,"Blood","3E","control","3E-2",0.67,"CD4_KLRG1"
24,24,"Blood","3E","control","3E-3",0.83,"CD4_KLRG1"
24,24,"Blood","3F","infected","3F-1",1.28,"CD4_KLRG1"
24,24,"Blood","3F","infected","3F-2",0.8,"CD4_KLRG1"
24,24,"Blood","3F","infected","3F-3",1.26,"CD4_KLRG1"
24,24,"Blood","3F","infected","3F-4",0.95,"CD4_KLRG1"
24,24,"Blood","3F","infected","3F-5",1.16,"CD4_KLRG1"
24,24,"Blood","3F","infected","3F-6",1.16,"CD4_KLRG1"
24,24,"Blood","3F","infected","3F-7",1.09,"CD4_KLRG1"
32,24,"Salivary Gland","4E","control","4E-1",0.39,"CD4_KLRG1"
32,24,"Salivary Gland","4E","control","4E-2",0.63,"CD4_KLRG1"
32,24,"Salivary Gland","4E","control","4E-3",0.67,"CD4_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-1",0.43,"CD4_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-2",0.47,"CD4_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-3",0.94,"CD4_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-4",1.29,"CD4_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-5",0.93,"CD4_KLRG1"
32,24,"Salivary Gland","4F","infected","4F-6",0.42,"CD4_KLRG1"
32,24,"Spleen","4E","control","4E-1",1.5,"CD4_KLRG1"
32,24,"Spleen","4E","control","4E-2",1.35,"CD4_KLRG1"
32,24,"Spleen","4E","control","4E-3",1.24,"CD4_KLRG1"
32,24,"Spleen","4F","infected","4F-1",1.75,"CD4_KLRG1"
32,24,"Spleen","4F","infected","4F-2",1.28,"CD4_KLRG1"
32,24,"Spleen","4F","infected","4F-3",1.44,"CD4_KLRG1"
32,24,"Spleen","4F","infected","4F-4",1.19,"CD4_KLRG1"
32,24,"Spleen","4F","infected","4F-5",1.65,"CD4_KLRG1"
32,24,"Spleen","4F","infected","4F-6",1.09,"CD4_KLRG1"
32,24,"Blood","4E","control","4E-1",0.98,"CD4_KLRG1"
32,24,"Blood","4E","control","4E-2",0.95,"CD4_KLRG1"
32,24,"Blood","4E","control","4E-3",0.63,"CD4_KLRG1"
32,24,"Blood","4F","infected","4F-1",1.26,"CD4_KLRG1"
32,24,"Blood","4F","infected","4F-2",1.53,"CD4_KLRG1"
32,24,"Blood","4F","infected","4F-3",1.35,"CD4_KLRG1"
32,24,"Blood","4F","infected","4F-4",1.14,"CD4_KLRG1"
32,24,"Blood","4F","infected","4F-5",1.47,"CD4_KLRG1"
32,24,"Blood","4F","infected","4F-6",1.22,"CD4_KLRG1"
0,24,"Salivary Gland","OF","infected","OF-4",27,"CD8"
0,24,"Salivary Gland","0E","control","0E-1",26.5,"CD8"
0,24,"Salivary Gland","0E","control","0E-2",28.4,"CD8"
0,24,"Salivary Gland","0E","control","0E-3",30.1,"CD8"
0,24,"Salivary Gland","0F","infected","0F-1",29.7,"CD8"
0,24,"Salivary Gland","0F","infected","0F-2",28.9,"CD8"
0,24,"Salivary Gland","0F","infected","0F-3",20.5,"CD8"
0,24,"Salivary Gland","0F","infected","0F-5",27.3,"CD8"
0,24,"Salivary Gland","0F","infected","0F-6",27.6,"CD8"
0,24,"Salivary Gland","0F","infected","0F-7",27.8,"CD8"
0,24,"Spleen","OF","infected","OF-4",33.7,"CD8"
0,24,"Spleen","0E","control","0E-1",28.8,"CD8"
0,24,"Spleen","0E","control","0E-2",36.1,"CD8"
0,24,"Spleen","0E","control","0E-3",31.2,"CD8"
0,24,"Spleen","0F","infected","0F-1",33.4,"CD8"
0,24,"Spleen","0F","infected","0F-2",32.7,"CD8"
0,24,"Spleen","0F","infected","0F-3",32.6,"CD8"
0,24,"Spleen","0F","infected","0F-5",31.6,"CD8"
0,24,"Spleen","0F","infected","0F-6",32.4,"CD8"
0,24,"Spleen","0F","infected","0F-7",32.2,"CD8"
0,24,"Blood","OF","infected","OF-4",27.4,"CD8"
0,24,"Blood","0E","control","0E-1",25.3,"CD8"
0,24,"Blood","0E","control","0E-2",29.8,"CD8"
0,24,"Blood","0E","control","0E-3",26.5,"CD8"
0,24,"Blood","0F","infected","0F-1",27.8,"CD8"
0,24,"Blood","0F","infected","0F-2",26.5,"CD8"
0,24,"Blood","0F","infected","0F-3",29.3,"CD8"
0,24,"Blood","0F","infected","0F-5",28.3,"CD8"
0,24,"Blood","0F","infected","0F-6",27.7,"CD8"
0,24,"Blood","0F","infected","0F-7",25.8,"CD8"
8,24,"Salivary Gland","1E","control","1E-1",27.7,"CD8"
8,24,"Salivary Gland","1E","control","1E-2",28.9,"CD8"
8,24,"Salivary Gland","1E","control","1E-3",26.6,"CD8"
8,24,"Salivary Gland","1F","infected","1F-1",28.7,"CD8"
8,24,"Salivary Gland","1F","infected","1F-2",24.8,"CD8"
8,24,"Salivary Gland","1F","infected","1F-3",28.6,"CD8"
8,24,"Salivary Gland","1F","infected","1F-4",27.6,"CD8"
8,24,"Salivary Gland","1F","infected","1F-5",26.2,"CD8"
8,24,"Salivary Gland","1F","infected","1F-6",25.8,"CD8"
8,24,"Salivary Gland","1F","infected","1F-7",28,"CD8"
8,24,"Spleen","1E","control","1E-1",32.5,"CD8"
8,24,"Spleen","1E","control","1E-2",31.9,"CD8"
8,24,"Spleen","1E","control","1E-3",33.5,"CD8"
8,24,"Spleen","1F","infected","1F-1",36.3,"CD8"
8,24,"Spleen","1F","infected","1F-2",33.4,"CD8"
8,24,"Spleen","1F","infected","1F-3",36.7,"CD8"
8,24,"Spleen","1F","infected","1F-4",36.2,"CD8"
8,24,"Spleen","1F","infected","1F-5",36.9,"CD8"
8,24,"Spleen","1F","infected","1F-6",35,"CD8"
8,24,"Spleen","1F","infected","1F-7",34.2,"CD8"
8,24,"Blood","1E","control","1E-1",27.2,"CD8"
8,24,"Blood","1E","control","1E-2",23.6,"CD8"
8,24,"Blood","1E","control","1E-3",23.7,"CD8"
8,24,"Blood","1F","infected","1F-1",23.1,"CD8"
8,24,"Blood","1F","infected","1F-2",21.6,"CD8"
8,24,"Blood","1F","infected","1F-3",23.8,"CD8"
8,24,"Blood","1F","infected","1F-4",22.7,"CD8"
8,24,"Blood","1F","infected","1F-5",23.9,"CD8"
8,24,"Blood","1F","infected","1F-6",22.5,"CD8"
8,24,"Blood","1F","infected","1F-7",23.9,"CD8"
16,24,"Salivary Gland","2E","control","2E-1",26.6,"CD8"
16,24,"Salivary Gland","2E","control","2E-2",23.2,"CD8"
16,24,"Salivary Gland","2E","control","2E-3",25.5,"CD8"
16,24,"Salivary Gland","2F","infected","2F-1",25.9,"CD8"
16,24,"Salivary Gland","2F","infected","2F-2",17.7,"CD8"
16,24,"Salivary Gland","2F","infected","2F-3",28.2,"CD8"
16,24,"Salivary Gland","2F","infected","2F-4",27.7,"CD8"
16,24,"Salivary Gland","2F","infected","2F-5",36,"CD8"
16,24,"Salivary Gland","2F","infected","2F-6",27.5,"CD8"
16,24,"Salivary Gland","2F","infected","2F-7",26.1,"CD8"
16,24,"Spleen","2E","control","2E-1",31.9,"CD8"
16,24,"Spleen","2E","control","2E-2",32.6,"CD8"
16,24,"Spleen","2E","control","2E-3",31.5,"CD8"
16,24,"Spleen","2F","infected","2F-1",32.1,"CD8"
16,24,"Spleen","2F","infected","2F-2",32.3,"CD8"
16,24,"Spleen","2F","infected","2F-3",33.8,"CD8"
16,24,"Spleen","2F","infected","2F-4",31.6,"CD8"
16,24,"Spleen","2F","infected","2F-5",33.5,"CD8"
16,24,"Spleen","2F","infected","2F-6",32,"CD8"
16,24,"Spleen","2F","infected","2F-7",34.1,"CD8"
16,24,"Blood","2E","control","2E-1",24.5,"CD8"
16,24,"Blood","2E","control","2E-2",26.8,"CD8"
16,24,"Blood","2E","control","2E-3",25.3,"CD8"
16,24,"Blood","2F","infected","2F-1",30.7,"CD8"
16,24,"Blood","2F","infected","2F-2",29.9,"CD8"
16,24,"Blood","2F","infected","2F-3",33.8,"CD8"
16,24,"Blood","2F","infected","2F-4",27.5,"CD8"
16,24,"Blood","2F","infected","2F-5",23.9,"CD8"
16,24,"Blood","2F","infected","2F-6",36.1,"CD8"
16,24,"Blood","2F","infected","2F-7",30.2,"CD8"
24,24,"Salivary Gland","3E","control","3E-1",25.3,"CD8"
24,24,"Salivary Gland","3E","control","3E-2",26.9,"CD8"
24,24,"Salivary Gland","3E","control","3E-3",20.3,"CD8"
24,24,"Salivary Gland","3F","infected","3F-1",28.7,"CD8"
24,24,"Salivary Gland","3F","infected","3F-2",34.5,"CD8"
